Estimate	Std.Error	Zvalue/w	Pvalue	Qvalue
Gemella sanguinis	0.228506686758904	0.466446351977039	0.489888463679424	0.624212826851375	0.416047672204633
motu linkage group 104	0	0	3541	0.748821877119088	0.465980085422269
motu linkage group 142	0.0678752732778171	0.318828333468799	0.212889715726785	0.831412984179036	0.475061271693724
motu linkage group 253	-0.109371125969966	0.477553777148342	-0.229023685296895	0.818850507121257	0.475061271693724
Enterobacter aerogenes	-0.135302171104921	0.501308989696143	-0.269897755448055	0.787238914012439	0.475061271693724
motu linkage group 281	0.312873043013855	0.388123093439512	0.806118080326535	0.420174767418463	0.350706868456036
motu linkage group 18	-0.0329071413896087	0.370264056991003	-0.0888747929167975	0.929181416599224	0.496605068424249
motu linkage group 703	-0.0946538264800647	0.389078989058935	-0.24327663313047	0.807791104777883	0.475061271693724
Ruminococcus bromii	0	0	3552.5	0.775853768813703	0.474506046528526
motu linkage group 260	0.0591852799908784	0.307310798576062	0.192590954385971	0.847279329660277	0.475908181904994
unclassified Lachnospiraceae	-0.164536883379042	0.385438422884346	-0.426882411327251	0.669464977071516	0.434842681181646
motu linkage group 3	0.116268499659016	0.525259790383704	0.221354274185125	0.824816593215586	0.475061271693724
motu linkage group 127	0	0	3557	0.786615206569228	0.475061271693724
motu linkage group 666	0.0559736788015722	0.387951937226944	0.144279931173095	0.885279425091548	0.48478801616769
motu linkage group 182	0.218852705429837	0.433878270751003	0.504410384624754	0.613973022077388	0.416047672204633
motu linkage group 613	-0.0882777936217491	0.458522481777099	-0.192526641833592	0.847329701084262	0.475908181904994
motu linkage group 274	0.0560517947161044	0.326567184901616	0.171639397060029	0.863721032677707	0.480979052435115
motu linkage group 366	0	0	3566	0.807445063134144	0.475061271693724
Bacteroides clarus	-0.104326725130372	0.350883538241419	-0.297325789785532	0.766217794028862	0.47349414326081
motu linkage group 243	0.116296661711929	0.525272488626844	0.221402537216349	0.824779017036431	0.475061271693724
Capnocytophaga sp. oral taxon 329	-0.0507777525149365	0.307836911524689	-0.164950175284175	0.868983199099027	0.481169392882584
motu linkage group 520	0	0	3569.5	0.815930327519049	0.475061271693724
Campylobacter concisus	0	0	0	1	1
Eubacterium ventriosum	0	0	3570	0.817078362715026	0.475061271693724
motu linkage group 164	0.116388553293534	0.49842517278785	0.233512590551026	0.815363393922646	0.475061271693724
motu linkage group 460	-0.0786178251352293	0.461770458445955	-0.170253041738118	0.864811139286375	0.480979052435115
Victivallis vadensis	0.0423099042839684	0.407787671223343	0.103754741179498	0.917363983852393	0.494746364306278
motu linkage group 474	0.0246925782324458	0.306324494934636	0.0806092187884444	0.935752734533765	0.498619781308982
motu linkage group 634	0.0373177474029847	0.419742055778048	0.0889063816438675	0.929156311820944	0.496605068424249
Pseudomonas fluorescens	0	0	0	1	1
Parasutterella excrementihominis	0	0	3575	0.829531952606522	0.475061271693724
Escherichia coli	0	0	3712	0.837006761590832	0.475061271693724
Klebsiella variicola/pneumoniae	0.281753917745355	0.350519886304929	0.803817211957693	0.421502547873503	0.350706868456036
Enterobacter cloacae	-0.0690967698164595	0.338288705048705	-0.204253848222663	0.83815513341111	0.475061271693724
motu linkage group 325	0	0	3587	0.858570323622839	0.48051131505924
Fusobacterium ulcerans	-0.0814770757073161	0.626289236936328	-0.130094963959279	0.896491294439165	0.48495902340144
Holdemania filiformis	0.162532963021577	0.320845897133178	0.506576410899568	0.61245206317421	0.416047672204633
Odoribacter splanchnicus	0	0	3697	0.873264188583113	0.481169392882584
motu linkage group 176	0.312849248929621	0.388128256475535	0.80604605232946	0.42021629589569	0.350706868456036
motu linkage group 376	0.124733021904424	0.313727018093677	0.39758457101447	0.690936435506791	0.440746383754971
motu linkage group 228	0	0	0	1	1
motu linkage group 308	0.0492588823198056	0.30707119775997	0.160415182795197	0.872554030354698	0.481169392882584
motu linkage group 443	0	0	3693	0.882891480189664	0.48478801616769
Leuconostoc lactis	-0.0577298116299624	0.427037097700781	-0.13518687706709	0.89246412242872	0.48495902340144
Pyramidobacter piscolens	0.021216480144831	0.448718453630218	0.0472823882619171	0.962288164513447	0.505196475321389
motu linkage group 135	-0.266266210654871	0.355934214746252	-0.748077031157835	0.454413695400888	0.357928029744185
motu linkage group 103	-0.621715832493318	0.318749157190306	-1.9504862004141	0.0511181965662447	0.127168774589291
motu linkage group 536	0.3428352622656	0.334095265901067	1.02616019218638	0.304816081795404	0.293322066583715
Prevotella bivia	0.114599194751786	0.557834200462101	0.205435942537861	0.837231540997356	0.475061271693724
motu linkage group 611	-0.275777481366174	0.307845447339072	-0.895830955922576	0.370343054057376	0.329555886828063
motu linkage group 280	-0.082732772371485	0.62561877196178	-0.132241512050632	0.894793267558887	0.48495902340144
Phascolarctobacterium succinatutens	-0.0890386319139319	0.307658972944762	-0.289406907465423	0.772270009670659	0.473942917518254
Lactobacillus sanfranciscensis	-0.0957655428994153	0.388818175231318	-0.246299038985104	0.80545075381551	0.475061271693724
Coprococcus catus	0.446172522774882	0.365080401179709	1.22212126789917	0.22166177150749	0.252883833961566
motu linkage group 437	0	0	3622.5	0.945672720896624	0.502401491692911
Enterobacter cancerogenus	-0.0528082572459305	0.578705139896105	-0.0912524420560895	0.927292005998346	0.496605068424249
Bacteroides caccae	0	0	3624	0.94943307312006	0.502898041758376
motu linkage group 224	-0.0110951286872203	0.463607979528724	-0.0239321348577713	0.980906741708646	0.510453844603373
Streptococcus thermophilus	-0.0816782078960534	0.3114236189895	-0.262273645656938	0.793110478751985	0.475061271693724
motu linkage group 241	0	0	3661	0.961680250406079	0.505196475321389
Streptococcus australis	0.129708941537464	0.392306283757391	0.330631822399455	0.740922606056963	0.462682263339155
motu linkage group 574	-0.0821630761562076	0.625922851466029	-0.131267097796104	0.895564018691243	0.48495902340144
Enterobacter asburiae	-0.0308763775751092	0.541817468435547	-0.0569866779383511	0.954555807360554	0.504111133456796
Bacteroides stercoris	0	0	3635	0.97655426846924	0.509679151924956
motu linkage group 362	0.0816850010879652	0.311424015193553	0.262295125304313	0.79309391994754	0.475061271693724
Weissella cibaria	-0.101818497573901	0.35130417900357	-0.289830020988355	0.771946279704057	0.473942917518254
motu linkage group 510	-0.265567450006652	0.321147865876918	-0.826932009283328	0.408275599429801	0.350706868456036
motu linkage group 289	-0.112426836315074	0.311776729777188	-0.360600473279133	0.718398135468172	0.450196734502233
Prevotella copri	0	0	3645.5	1	0.518872609732727
